slice	0	1	2	3	4	5	6	7	8	9	10
[100.5, 101.5)	0.41700000000000004	0.0	0.667	0.667	0.0	1.5	0.5	0.0	0.0	0.0	1.25
[101.5, 102.5)	0.0	0.0	0.0	1.25	0.0	1.5	1.0	0.0	0.0	0.0	1.25
[102.5, 103.5)	0.5	0.0	0.0	1.25	0.0	1.0	1.0	0.0	0.0	0.0	1.25
[103.5, 104.5)	0.0	0.0	0.5	0.5	0.0	2.5	0.5	0.0	0.0	0.0	2.25
[104.5, 105.5)	0.0	0.0	1.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	3.5
[105.5, 106.5)	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
[106.5, 107.5)	0.25	0.0	0.667	0.667	0.0	1.667	0.5	0.0	0.0	0.0	1.25
[107.5, 108.5)	0.0	0.0	0.0	1.25	0.0	1.5	1.0	0.0	0.0	0.0	1.25
[108.5, 109.5)	0.25	0.0	0.5	0.75	0.0	1.25	0.5	0.0	0.0	0.0	1.0
[109.5, 110.5)	0.25	0.0	0.667	0.667	0.0	1.167	0.5	0.0	0.0	0.0	1.25
[110.5, 111.5)	0.0	0.0	0.0	1.25	0.0	1.5	1.0	0.0	0.0	0.0	1.25
[111.5, 112.5)	0.5	0.0	0.0	1.25	0.0	1.0	0.5	0.5	0.0	0.0	1.25
[112.5, 113.5)	1.0	0.5	0.0	1.0	0.0	0.25	0.0	1.0	2.25	0.0	0.75
[113.5, 114.5)	2.25	0.25	0.0	1.667	0.5	0.167	0.0	0.167	3.0	0.0	0.0
[114.5, 115.5)	1.5	0.5	0.0	0.5	0.5	0.5	0.0	0.0	3.0	0.0	0.5
[115.5, 116.5)	1.0	0.5	0.0	1.0	0.0	0.75	0.0	0.25	1.5	0.0	0.5
[116.5, 117.5)	1.417	0.25	0.0	2.0	0.0	0.0	0.0	0.0	1.167	0.0	0.167
[117.5, 118.5)	0.5	1.5	0.0	1.0	0.0	0.75	0.0	0.0	1.5	0.0	0.75
[118.5, 119.5)	0.5	1.5	0.0	1.25	0.0	0.5	0.0	0.0	1.0	0.0	1.25
[119.5, 120.5)	1.417	0.25	0.0	2.0	0.0	0.0	0.0	0.0	1.167	0.0	0.167
[120.5, 121.5)	1.0	0.25	0.0	2.5	0.0	0.25	0.0	0.0	1.0	0.0	0.0
[121.5, 122.5)	0.5	0.5	0.0	1.5	0.0	0.25	0.0	1.25	1.0	0.0	2.0
[122.5, 123.5)	0.41700000000000004	1.167	0.0	0.0	0.0	0.5	0.0	1.5	1.0	0.0	3.417
[123.5, 124.5)	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.5	1.5	0.0	3.0
[124.5, 125.5)	0.0	1.0	0.0	0.75	0.0	0.75	0.0	1.5	1.0	0.0	3.0
[125.5, 126.5)	0.41700000000000004	1.167	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.417
[126.5, 127.5)	1.0	1.0	0.0	0.0	0.0	1.25	0.0	0.5	1.25	0.0	2.0
[127.5, 128.5)	1.5	1.25	0.0	0.75	0.0	0.0	0.0	0.0	0.5	0.0	0.5
[128.5, 129.5)	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.41700000000000004	0.41700000000000004	0.0	0.167
[129.5, 130.5)	0.0	0.75	0.0	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.5
[130.5, 131.5)	0.25	1.0	0.0	0.0	0.0	2.25	0.0	0.0	1.75	0.0	0.75
[131.5, 132.5)	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0
[132.5, 133.5)	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0
[133.5, 134.5)	0.5	2.0	0.0	0.5	0.0	1.5	0.0	0.0	3.0	0.0	0.0
[134.5, 135.5)	0.25	2.0	0.0	0.0	0.0	1.0	0.0	0.5	3.0	0.0	0.25
[135.5, 136.5)	0.0	2.0	0.0	0.0	0.0	1.5	0.0	0.0	3.0	0.0	0.5
[136.5, 137.5)	0.5	1.0	0.0	0.5	0.0	0.5	0.0	0.0	1.5	0.0	0.0
[137.5, 138.5)	1.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0
[138.5, 139.5)	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
[139.5, 140.5)	0.25	1.0	0.0	0.5	0.0	1.0	1.0	0.0	1.0	0.0	0.75
[140.5, 141.5)	0.0	1.0	0.0	1.5	0.0	0.0	2.0	0.0	1.0	0.0	1.0
[141.5, 142.5)	0.0	1.0	0.0	1.5	0.0	0.0	1.0	1.0	0.5	0.0	1.0
[142.5, 143.5)	0.5	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
[143.5, 144.5)	0.5	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5	0.0	0.5
[144.5, 145.5)	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.5	0.5	0.0	1.0
[145.5, 146.5)	1.0	0.5	0.0	3.0	0.0	0.0	0.0	0.583	0.333	0.0	0.083
[146.5, 147.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.083	0.833	0.0	0.083
[147.5, 148.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
[148.5, 149.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.5	1.0	0.0	0.5
[149.5, 150.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
[150.5, 151.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
[151.5, 152.5)	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
[152.5, 153.5)	0.5	0.0	0.0	1.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0
