quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
438	2.0	110	110	1/2	1/2	4/4	1	1	1/2	1/2	1	1	5	71		1292
877/2	0.5	110	110	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		1300
439	0.5	110	110	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		1301
439	1.0	110	110	3/4	3/4	4/4	1	2	1/4	1/4	1		11	65		1294
879/2	0.5	110	110	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		1302
440	0.5	111	111	0	0	4/4	2	1	1/8	1/8	1		6	42		1311
440	1.0	111	111	0	0	4/4	1	2	1/4	1/4	1		7	61		1308
440	0.5	111	111	0	0	4/4	1	1	1/8	1/8	1	-1	5	71		1303
881/2	0.5	111	111	1/8	1/8	4/4	2	1	1/8	1/8	1		7	49		1312
881/2	0.5	111	111	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69		1304
441	0.5	111	111	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1313
441	0.5	111	111	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1305
883/2	0.5	111	111	3/8	3/8	4/4	2	1	1/8	1/8	1		7	49		1314
883/2	0.5	111	111	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1306
442	0.5	111	111	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1315
442	1.0	111	111	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69		1309
442	2.0	111	111	1/2	1/2	4/4	1	1	1/2	1/2	1	1	2	74		1307
885/2	0.5	111	111	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1316
443	0.5	111	111	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1317
443	1.0	111	111	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68		1310
887/2	0.5	111	111	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1318
444	0.5	112	112	0	0	4/4	2	1	1/8	1/8	1		3	45		1326
444	1.0	112	112	0	0	4/4	1	2	1/4	1/4	1		4	64		1324
444	0.5	112	112	0	0	4/4	1	1	1/8	1/8	1	-1	2	74		1319
889/2	0.5	112	112	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1327
889/2	0.5	112	112	1/8	1/8	4/4	1	1	1/8	1/8	1		7	73		1320
445	0.5	112	112	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1328
445	0.5	112	112	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74		1321
891/2	0.5	112	112	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		1329
891/2	0.5	112	112	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1322
446	0.5	112	112	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		1330
446	2.0	112	112	1/2	1/2	4/4	1	2	1/2	1/2	1	1	2	74		1325
446	2.0	112	112	1/2	1/2	4/4	1	1	1/2	1/2	1	1	6	78		1323
893/2	0.5	112	112	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1331
447	0.5	112	112	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1332
895/2	0.5	112	112	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1333
448	0.5	113	113	0	0	4/4	2	1	1/8	1/8	1		3	57		1336
448	2.0	113	113	0	0	4/4	1	1	1/2	1/2	1	-1	2	74		1334
448	2.0	113	113	0	0	4/4	1	1	1/2	1/2	1	-1	6	78		1334
897/2	0.5	113	113	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62		1337
449	0.5	113	113	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1338
899/2	0.5	113	113	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1339
450	2.0	113	113	1/2	1/2	4/4	1	1	1/2	1/2	1	1	6	66		1335
901/2	0.5	113	113	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62		1340
451	0.5	113	113	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61		1341
903/2	0.5	113	113	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59		1342
452	0.5	114	114	0	0	4/4	2	1	1/8	1/8	1		3	57		1346
452	1.0	114	114	0	0	4/4	1	1	1/4	1/4	1	-1	6	66		1343
905/2	0.5	114	114	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1347
453	0.5	114	114	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1348
453	1.0	114	114	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73		1344
907/2	0.5	114	114	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1349
454	0.5	114	114	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1350
454	2.0	114	114	1/2	1/2	4/4	1	1	1/2	1/2	1	1	5	71		1345
909/2	0.5	114	114	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1351
455	0.5	114	114	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1352
911/2	0.5	114	114	7/8	7/8	4/4	2	1	1/8	1/8	1		6	54		1353
456	0.5	115	115	0	0	4/4	2	1	1/8	1/8	1		4	52		1360
456	1.0	115	115	0	0	4/4	1	1	1/4	1/4	1	-1	5	71		1354
913/2	0.5	115	115	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59		1361
457	0.5	115	115	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		1362
457	0.5	115	115	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1355
915/2	0.5	115	115	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59		1363
915/2	0.5	115	115	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1356
458	0.5	115	115	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1364
458	1.0	115	115	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1357
917/2	0.5	115	115	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		1365
459	0.5	115	115	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1366
459	0.5	115	115	3/4	3/4	4/4	1	1	1/8	1/8	1		4	64		1358
919/2	0.5	115	115	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1367
919/2	0.5	115	115	7/8	7/8	4/4	1	1	1/8	1/8	1		2	62		1359
460	0.5	116	116	0	0	4/4	2	1	1/8	1/8	1		3	45		1373
460	1.0	116	116	0	0	4/4	1	1	1/4	1/4	1		7	61		1368
921/2	0.5	116	116	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1374
461	0.5	116	116	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1375
461	0.5	116	116	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1369
923/2	0.5	116	116	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1376
923/2	0.5	116	116	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1370
462	0.5	116	116	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		1377
462	1.0	116	116	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1371
925/2	0.5	116	116	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1378
463	0.5	116	116	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1379
463	1.0	116	116	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1372
927/2	0.5	116	116	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		1380
464	0.5	117	117	0	0	4/4	2	1	1/8	1/8	1		12	48		1382
464	4.0	117	117	0	0	4/4	1	1	1	1	1	1	6	66		1381
464	4.0	117	117	0	0	4/4	1	1	1	1	1	1	8	68		1381
929/2	0.5	117	117	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1383
465	0.5	117	117	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1384
931/2	0.5	117	117	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1385
466	0.5	117	117	1/2	1/2	4/4	2	1	1/8	1/8	1		12	48		1386
933/2	0.5	117	117	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		1387
467	0.5	117	117	3/4	3/4	4/4	2	1	1/8	1/8	1		9	63		1388
935/2	0.5	117	117	7/8	7/8	4/4	2	1	1/8	1/8	1		8	56		1389
468	0.5	118	118	0	0	4/4	2	1	1/8	1/8	1		12	48		1393
468	2.0	118	118	0	0	4/4	1	1	1/2	1/2	1	-1	6	66		1390
468	2.0	118	118	0	0	4/4	1	1	1/2	1/2	1	-1	8	68		1390
937/2	0.5	118	118	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1394
469	0.5	118	118	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1395
939/2	0.5	118	118	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1396
470	0.5	118	118	1/2	1/2	4/4	2	1	1/8	1/8	1		7	49		1397
470	1.0	118	118	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1391
470	1.0	118	118	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		1391
941/2	0.5	118	118	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1398
471	0.5	118	118	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1399
471	1.0	118	118	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1392
471	1.0	118	118	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		1392
943/2	0.5	118	118	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57		1400
472	0.5	119	119	0	0	4/4	2	1	1/8	1/8	1		12	48		1404
472	1.0	119	119	0	0	4/4	1	1	1/4	1/4	1		6	66		1401
472	1.0	119	119	0	0	4/4	1	1	1/4	1/4	1		8	68		1401
945/2	0.5	119	119	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1405
473	0.5	119	119	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1406
947/2	0.5	119	119	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1407
474	0.5	119	119	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1408
474	1.0	119	119	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1402
474	1.0	119	119	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1402
949/2	0.5	119	119	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1409
475	0.5	119	119	3/4	3/4	4/4	2	1	1/8	1/8	1		8	56		1410
475	0.5	119	119	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1410
475	1.0	119	119	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		1403
475	1.0	119	119	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1403
951/2	0.5	119	119	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1411
476	0.5	120	120	0	0	4/4	2	1	1/8	1/8	1		3	45		1415
476	1.0	120	120	0	0	4/4	1	1	1/4	1/4	1		7	61		1412
476	1.0	120	120	0	0	4/4	1	1	1/4	1/4	1		4	64		1412
953/2	0.5	120	120	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1416
477	0.5	120	120	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1417
955/2	0.5	120	120	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1418
478	0.5	120	120	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		1419
478	1.0	120	120	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1413
478	1.0	120	120	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		1413
957/2	0.5	120	120	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		1420
479	0.5	120	120	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57		1421
479	1.0	120	120	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1414
479	1.0	120	120	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		1414
959/2	0.5	120	120	7/8	7/8	4/4	2	1	1/8	1/8	1		5	47		1422
480	0.5	121	121	0	0	4/4	2	1	1/8	1/8	1		7	37		1424
480	4.0	121	121	0	0	4/4	1	1	1	1	1	1	8	56		1423
480	4.0	121	121	0	0	4/4	1	1	1	1	1	1	7	61		1423
961/2	0.5	121	121	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1425
481	0.5	121	121	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1426
963/2	0.5	121	121	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1427
482	0.5	121	121	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1428
965/2	0.5	121	121	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1429
483	0.5	121	121	3/4	3/4	4/4	2	1	1/8	1/8	1		11	53		1430
967/2	0.5	121	121	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1431
484	0.5	122	122	0	0	4/4	2	1	1/8	1/8	1		7	37		1435
484	2.0	122	122	0	0	4/4	1	1	1/2	1/2	1	-1	8	56		1432
484	2.0	122	122	0	0	4/4	1	1	1/2	1/2	1	-1	7	61		1432
969/2	0.5	122	122	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1436
485	0.5	122	122	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1437
971/2	0.5	122	122	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1438
486	0.5	122	122	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1439
486	1.0	122	122	1/2	1/2	4/4	1	1	1/4	1/4	1		1	55		1433
486	1.0	122	122	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1433
973/2	0.5	122	122	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1440
487	0.5	122	122	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		1441
487	1.0	122	122	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		1434
487	1.0	122	122	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1434
975/2	0.5	122	122	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1442
488	0.5	123	123	0	0	4/4	2	1	1/8	1/8	1		7	37		1444
488	4.0	123	123	0	0	4/4	1	1	1	1	1	1	8	56		1443
488	4.0	123	123	0	0	4/4	1	1	1	1	1	1	7	61		1443
977/2	0.5	123	123	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1445
489	0.5	123	123	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1446
979/2	0.5	123	123	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1447
490	0.5	123	123	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1448
981/2	0.5	123	123	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1449
491	0.5	123	123	3/4	3/4	4/4	2	1	1/8	1/8	1		11	53		1450
983/2	0.5	123	123	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1451
492	0.5	124	124	0	0	4/4	2	1	1/8	1/8	1		7	37		1455
492	2.0	124	124	0	0	4/4	1	1	1/2	1/2	1	-1	8	56		1452
492	2.0	124	124	0	0	4/4	1	1	1/2	1/2	1	-1	7	61		1452
985/2	0.5	124	124	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1456
493	0.5	124	124	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1457
987/2	0.5	124	124	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1458
494	0.5	124	124	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1459
494	1.0	124	124	1/2	1/2	4/4	1	1	1/4	1/4	1		1	55		1453
494	1.0	124	124	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1453
989/2	0.5	124	124	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1460
495	0.5	124	124	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		1461
495	1.0	124	124	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		1454
495	1.0	124	124	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1454
991/2	0.5	124	124	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1462
496	0.5	125	125	0	0	4/4	2	1	1/8	1/8	1		2	38		1468
496	0.6666666666666666	125	125	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1463
496	0.6666666666666666	125	125	0	0	4/4	1	1	1/6	1/4	2/3		3	57		1463
993/2	0.5	125	125	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1469
1490/3	0.6666666666666666	125	125	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1464
497	0.5	125	125	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1470
1492/3	0.6666666666666666	125	125	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1465
995/2	0.5	125	125	3/8	3/8	4/4	2	1	1/8	1/8	1		3	45		1471
498	0.5	125	125	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1472
498	1.0	125	125	1/2	1/2	4/4	1	1	1/4	1/4	1		6	54		1466
997/2	0.5	125	125	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1473
499	0.5	125	125	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1474
499	1.0	125	125	3/4	3/4	4/4	1	1	1/4	1/4	1		6	54		1467
499	1.0	125	125	3/4	3/4	4/4	1	1	1/4	1/4	1		3	57		1467
999/2	0.5	125	125	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1475
500	0.5	126	126	0	0	4/4	2	1	1/8	1/8	1		2	38		1482
500	0.6666666666666666	126	126	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1476
500	0.6666666666666666	126	126	0	0	4/4	1	1	1/6	1/4	2/3		5	59		1476
1001/2	0.5	126	126	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1483
1502/3	0.6666666666666666	126	126	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1477
1502/3	0.6666666666666666	126	126	1/6	1/6	4/4	1	1	1/6	1/4	2/3		5	59		1477
501	0.5	126	126	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1484
1504/3	0.6666666666666666	126	126	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1478
1504/3	0.6666666666666666	126	126	1/3	1/3	4/4	1	1	1/6	1/4	2/3		5	59		1478
1003/2	0.5	126	126	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1485
502	0.5	126	126	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1486
502	0.6666666666666666	126	126	1/2	1/2	4/4	1	1	1/6	1/4	2/3		6	54		1479
502	0.6666666666666666	126	126	1/2	1/2	4/4	1	1	1/6	1/4	2/3		5	59		1479
1005/2	0.5	126	126	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1487
1508/3	0.6666666666666666	126	126	2/3	2/3	4/4	1	1	1/6	1/4	2/3		6	54		1480
1508/3	0.6666666666666666	126	126	2/3	2/3	4/4	1	1	1/6	1/4	2/3		7	61		1480
503	0.5	126	126	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1488
1510/3	0.6666666666666666	126	126	5/6	5/6	4/4	1	1	1/6	1/4	2/3		6	54		1481
1510/3	0.6666666666666666	126	126	5/6	5/6	4/4	1	1	1/6	1/4	2/3		5	59		1481
1007/2	0.5	126	126	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1489
504	0.5	127	127	0	0	4/4	2	1	1/8	1/8	1		2	38		1495
504	0.6666666666666666	127	127	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1490
504	0.6666666666666666	127	127	0	0	4/4	1	1	1/6	1/4	2/3		3	57		1490
1009/2	0.5	127	127	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1496
1514/3	0.6666666666666666	127	127	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	54		1491
505	0.5	127	127	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1497
1516/3	0.6666666666666666	127	127	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	54		1492
1011/2	0.5	127	127	3/8	3/8	4/4	2	1	1/8	1/8	1		3	45		1498
506	0.5	127	127	1/2	1/2	4/4	2	1	1/8	1/8	1		2	38		1499
506	1.0	127	127	1/2	1/2	4/4	1	1	1/4	1/4	1		6	54		1493
1013/2	0.5	127	127	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1500
507	0.5	127	127	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1501
507	1.0	127	127	3/4	3/4	4/4	1	1	1/4	1/4	1		6	54		1494
507	1.0	127	127	3/4	3/4	4/4	1	1	1/4	1/4	1		3	57		1494
1015/2	0.5	127	127	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1502
508	0.5	128	128	0	0	4/4	2	1	1/8	1/8	1		2	38		1504
508	4.0	128	128	0	0	4/4	1	1	1	1	1		6	54		1503
508	4.0	128	128	0	0	4/4	1	1	1	1	1		8	56		1503
1017/2	0.5	128	128	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		1505
509	0.5	128	128	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1506
1019/2	0.5	128	128	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1507
510	0.5	128	128	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1508
1021/2	0.5	128	128	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1509
511	0.5	128	128	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1510
1023/2	0.5	128	128	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1511
512	0.5	129	129	0	0	4/4	2	1	1/8	1/8	1		2	38		1517
512	0.6666666666666666	129	129	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1512
512	0.6666666666666666	129	129	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1512
512	0.6666666666666666	129	129	0	0	4/4	1	1	1/6	1/4	2/3		3	69		1512
1025/2	0.5	129	129	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1518
1538/3	0.6666666666666666	129	129	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1513
1538/3	0.6666666666666666	129	129	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1513
513	0.5	129	129	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1519
1540/3	0.6666666666666666	129	129	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1514
1540/3	0.6666666666666666	129	129	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1514
1027/2	0.5	129	129	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1520
514	0.5	129	129	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57		1521
514	1.0	129	129	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1515
514	1.0	129	129	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1515
1029/2	0.5	129	129	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1522
515	0.5	129	129	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1523
515	1.0	129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		1516
515	1.0	129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		1516
515	1.0	129	129	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1516
1031/2	0.5	129	129	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1524
516	0.5	130	130	0	0	4/4	2	1	1/8	1/8	1		2	38		1531
516	0.6666666666666666	130	130	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1525
516	0.6666666666666666	130	130	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1525
516	0.6666666666666666	130	130	0	0	4/4	1	1	1/6	1/4	2/3		5	71		1525
1033/2	0.5	130	130	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1532
1550/3	0.6666666666666666	130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1526
1550/3	0.6666666666666666	130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1526
1550/3	0.6666666666666666	130	130	1/6	1/6	4/4	1	1	1/6	1/4	2/3		5	71		1526
517	0.5	130	130	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1533
1552/3	0.6666666666666666	130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1527
1552/3	0.6666666666666666	130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1527
1552/3	0.6666666666666666	130	130	1/3	1/3	4/4	1	1	1/6	1/4	2/3		5	71		1527
1035/2	0.5	130	130	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1534
518	0.5	130	130	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1535
518	0.6666666666666666	130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		2	62		1528
518	0.6666666666666666	130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		6	66		1528
518	0.6666666666666666	130	130	1/2	1/2	4/4	1	1	1/6	1/4	2/3		5	71		1528
1037/2	0.5	130	130	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1536
1556/3	0.6666666666666666	130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		4	64		1529
1556/3	0.6666666666666666	130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		6	66		1529
1556/3	0.6666666666666666	130	130	2/3	2/3	4/4	1	1	1/6	1/4	2/3		7	73		1529
519	0.5	130	130	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1537
1558/3	0.6666666666666666	130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		2	62		1530
1558/3	0.6666666666666666	130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		6	66		1530
1558/3	0.6666666666666666	130	130	5/6	5/6	4/4	1	1	1/6	1/4	2/3		5	71		1530
1039/2	0.5	130	130	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1538
520	0.5	131	131	0	0	4/4	2	1	1/8	1/8	1		2	38		1544
520	0.6666666666666666	131	131	0	0	4/4	1	1	1/6	1/4	2/3		2	62		1539
520	0.6666666666666666	131	131	0	0	4/4	1	1	1/6	1/4	2/3		6	66		1539
520	0.6666666666666666	131	131	0	0	4/4	1	1	1/6	1/4	2/3		3	69		1539
1041/2	0.5	131	131	1/8	1/8	4/4	2	1	1/8	1/8	1		3	45		1545
1562/3	0.6666666666666666	131	131	1/6	1/6	4/4	1	1	1/6	1/4	2/3		2	62		1540
1562/3	0.6666666666666666	131	131	1/6	1/6	4/4	1	1	1/6	1/4	2/3		6	66		1540
521	0.5	131	131	1/4	1/4	4/4	2	1	1/8	1/8	1		2	50		1546
1564/3	0.6666666666666666	131	131	1/3	1/3	4/4	1	1	1/6	1/4	2/3		2	62		1541
1564/3	0.6666666666666666	131	131	1/3	1/3	4/4	1	1	1/6	1/4	2/3		6	66		1541
1043/2	0.5	131	131	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1547
522	0.5	131	131	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57		1548
522	1.0	131	131	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1542
522	1.0	131	131	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1542
1045/2	0.5	131	131	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1549
523	0.5	131	131	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50		1550
523	1.0	131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		7	61		1543
523	1.0	131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62		1543
523	1.0	131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		1543
523	1.0	131	131	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1543
1047/2	0.5	131	131	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1551
524	0.5	132	132	0	0	4/4	2	1	1/8	1/8	1		4	40		1553
