quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
141/4	0.25	9	9	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		143
71/2	0.25	9	9	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		144
143/4	0.25	9	9	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		145
36	2.0	10	10	0	0	4/4	2	1	1/2		1/2	1		-3	51		163
36	2.0	10	10	0	0	4/4	2	1	1/2		1/2	1		-2	58		163
36	2.0	10	10	0	0	4/4	2	1	1/2		1/2	1		2	62		163
36	0.25	10	10	0	0	4/4	1	1	1/16		1/16	1		1	67		149
145/4	0.25	10	10	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	65		150
73/2	0.25	10	10	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67		151
147/4	0.25	10	10	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69		152
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		153
38	2.0	10	10	1/2	1/2	4/4	2	1	1/2		1/2	1		-1	41		164
38	2.0	10	10	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48		164
38	2.0	10	10	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57		164
38	2.0	10	10	1/2	1/2	4/4	1	2	1/2		1/2	1		-3	63		162
38	0.25	10	10	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67		154
153/4	0.25	10	10	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	65		155
77/2	0.25	10	10	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67		156
155/4	0.25	10	10	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		157
39	0.25	10	10	3/4	3/4	4/4	1	1	1/16		1/16	1		2	74		158
157/4	0.25	10	10	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		159
79/2	0.25	10	10	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		160
159/4	0.25	10	10	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		161
40	0.5	11	11	0	0	4/4	2	1	1/8		1/8	1		-2	34		172
40	0.5	11	11	0	0	4/4	2	1	1/8		1/8	1		-2	46		172
81/2	0.5	11	11	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	53		173
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1	1	2	62		174
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1	1	-1	65		174
41	1.0	11	11	1/4	1/4	4/4	1	1	1/4		1/4	1	1	2	74		165
41	1.0	11	11	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-1	77		165
42	0.5	11	11	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	2	62		175
42	0.5	11	11	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	-1	65		175
42	0.5	11	11	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	2	74		166
42	0.5	11	11	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-1	77		166
85/2	0.25	11	11	5/8	5/8	4/4	2	1	1/16		1/16	1		4	64		176
85/2	0.25	11	11	5/8	5/8	4/4	2	1	1/16		1/16	1		1	67		176
85/2	0.25	11	11	5/8	5/8	4/4	1	1	1/16		1/16	1		0	72		167
85/2	0.25	11	11	5/8	5/8	4/4	1	1	1/16		1/16	1		4	76		167
171/4	0.25	11	11	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	65		177
171/4	0.25	11	11	11/16	11/16	4/4	2	1	1/16		1/16	1		3	69		177
171/4	0.25	11	11	11/16	11/16	4/4	1	1	1/16		1/16	1		2	74		168
171/4	0.25	11	11	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	77		168
43	0.5	11	11	3/4	3/4	4/4	2	1	1/8		1/8	1		4	64		178
43	0.5	11	11	3/4	3/4	4/4	2	1	1/8		1/8	1		1	67		178
43	0.5	11	11	3/4	3/4	4/4	1	1	1/8		1/8	1		0	72		169
43	0.5	11	11	3/4	3/4	4/4	1	1	1/8		1/8	1		4	76		169
87/2	0.25	11	11	7/8	7/8	4/4	2	1	1/16		1/16	1		2	62		179
87/2	0.25	11	11	7/8	7/8	4/4	2	1	1/16		1/16	1		-1	65		179
87/2	0.25	11	11	7/8	7/8	4/4	1	1	1/16		1/16	1		-2	70		170
87/2	0.25	11	11	7/8	7/8	4/4	1	1	1/16		1/16	1		2	74		170
175/4	0.25	11	11	15/16	15/16	4/4	2	1	1/16		1/16	1		4	64		180
175/4	0.25	11	11	15/16	15/16	4/4	2	1	1/16		1/16	1		1	67		180
175/4	0.25	11	11	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72		171
175/4	0.25	11	11	15/16	15/16	4/4	1	1	1/16		1/16	1		4	76		171
44	0.5	12	12	0	0	4/4	2	1	1/8		1/8	1		2	62		189
44	0.5	12	12	0	0	4/4	2	1	1/8		1/8	1		-1	65		189
44	0.5	12	12	0	0	4/4	1	1	1/8		1/8	1		-2	70		181
44	0.5	12	12	0	0	4/4	1	1	1/8		1/8	1		2	74		181
89/2	0.5	12	12	1/8	1/8	4/4	2	1	1/8		1/8	1		0	60		190
89/2	0.5	12	12	1/8	1/8	4/4	2	1	1/8		1/8	1		4	64		190
89/2	0.5	12	12	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67		182
89/2	0.5	12	12	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72		182
45	0.5	12	12	1/4	1/4	4/4	2	1	1/8		1/8	1		0	60		191
45	0.5	12	12	1/4	1/4	4/4	2	1	1/8		1/8	1		4	64		191
45	0.5	12	12	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67		183
45	0.5	12	12	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72		183
91/2	0.5	12	12	3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58		192
91/2	0.5	12	12	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65		192
91/2	0.5	12	12	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70		184
91/2	0.5	12	12	3/8	3/8	4/4	1	1	1/8		1/8	1		2	74		184
46	0.5	12	12	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57		193
46	0.5	12	12	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60		193
46	0.5	12	12	1/2	1/2	4/4	2	1	1/8		1/8	1		4	64		193
46	0.5	12	12	1/2	1/2	4/4	1	1	1/8		1/8	1		3	69		185
46	0.5	12	12	1/2	1/2	4/4	1	1	1/8		1/8	1		0	72		185
46	0.5	12	12	1/2	1/2	4/4	1	1	1/8		1/8	1		4	76		185
93/2	0.5	12	12	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55		194
93/2	0.5	12	12	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58		194
93/2	0.5	12	12	5/8	5/8	4/4	2	1	1/8		1/8	1		2	62		194
93/2	0.5	12	12	5/8	5/8	4/4	1	1	1/8		1/8	1		-2	70		186
93/2	0.5	12	12	5/8	5/8	4/4	1	1	1/8		1/8	1		2	74		186
93/2	0.5	12	12	5/8	5/8	4/4	1	1	1/8		1/8	1		1	79		186
47	0.5	12	12	3/4	3/4	4/4	2	1	1/8		1/8	1		1	55		195
47	0.5	12	12	3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58		195
47	0.5	12	12	3/4	3/4	4/4	2	1	1/8		1/8	1		2	62		195
47	0.5	12	12	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	70		187
47	0.5	12	12	3/4	3/4	4/4	1	1	1/8		1/8	1		2	74		187
47	0.5	12	12	3/4	3/4	4/4	1	1	1/8		1/8	1		1	79		187
95/2	0.5	12	12	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	53		196
95/2	0.5	12	12	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57		196
95/2	0.5	12	12	7/8	7/8	4/4	2	1	1/8		1/8	1		7	61		196
95/2	0.5	12	12	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69		188
95/2	0.5	12	12	7/8	7/8	4/4	1	1	1/8		1/8	1		7	73		188
95/2	0.5	12	12	7/8	7/8	4/4	1	1	1/8		1/8	1		3	81		188
48	0.5	13	13	0	0	4/4	2	1	1/8		1/8	1		-2	34		204
48	0.5	13	13	0	0	4/4	2	1	1/8		1/8	1		-2	46		204
97/2	0.5	13	13	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	53		205
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1	1	2	62		206
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1	1	-1	65		206
49	1.0	13	13	1/4	1/4	4/4	1	1	1/4		1/4	1	1	2	74		197
49	1.0	13	13	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-1	77		197
50	0.5	13	13	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	2	62		207
50	0.5	13	13	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	-1	65		207
50	0.5	13	13	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	2	74		198
50	0.5	13	13	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-1	77		198
101/2	0.25	13	13	5/8	5/8	4/4	2	1	1/16		1/16	1		4	64		208
101/2	0.25	13	13	5/8	5/8	4/4	2	1	1/16		1/16	1		1	67		208
101/2	0.25	13	13	5/8	5/8	4/4	1	1	1/16		1/16	1		0	72		199
101/2	0.25	13	13	5/8	5/8	4/4	1	1	1/16		1/16	1		4	76		199
203/4	0.25	13	13	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	65		209
203/4	0.25	13	13	11/16	11/16	4/4	2	1	1/16		1/16	1		3	69		209
203/4	0.25	13	13	11/16	11/16	4/4	1	1	1/16		1/16	1		2	74		200
203/4	0.25	13	13	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	77		200
51	0.5	13	13	3/4	3/4	4/4	2	1	1/8		1/8	1		4	64		210
51	0.5	13	13	3/4	3/4	4/4	2	1	1/8		1/8	1		1	67		210
51	0.5	13	13	3/4	3/4	4/4	1	1	1/8		1/8	1		0	72		201
51	0.5	13	13	3/4	3/4	4/4	1	1	1/8		1/8	1		4	76		201
103/2	0.25	13	13	7/8	7/8	4/4	2	1	1/16		1/16	1		2	62		211
103/2	0.25	13	13	7/8	7/8	4/4	2	1	1/16		1/16	1		-1	65		211
103/2	0.25	13	13	7/8	7/8	4/4	1	1	1/16		1/16	1		-2	70		202
103/2	0.25	13	13	7/8	7/8	4/4	1	1	1/16		1/16	1		2	74		202
207/4	0.25	13	13	15/16	15/16	4/4	2	1	1/16		1/16	1		4	64		212
207/4	0.25	13	13	15/16	15/16	4/4	2	1	1/16		1/16	1		1	67		212
207/4	0.25	13	13	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72		203
207/4	0.25	13	13	15/16	15/16	4/4	1	1	1/16		1/16	1		4	76		203
52	0.5	14	14	0	0	4/4	2	1	1/8		1/8	1		2	62		221
52	0.5	14	14	0	0	4/4	2	1	1/8		1/8	1		-1	65		221
52	0.5	14	14	0	0	4/4	1	1	1/8		1/8	1		-2	70		213
52	0.5	14	14	0	0	4/4	1	1	1/8		1/8	1		2	74		213
105/2	0.5	14	14	1/8	1/8	4/4	2	1	1/8		1/8	1		0	60		222
105/2	0.5	14	14	1/8	1/8	4/4	2	1	1/8		1/8	1		4	64		222
105/2	0.5	14	14	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67		214
105/2	0.5	14	14	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72		214
53	0.5	14	14	1/4	1/4	4/4	2	1	1/8		1/8	1		0	60		223
53	0.5	14	14	1/4	1/4	4/4	2	1	1/8		1/8	1		4	64		223
53	0.5	14	14	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67		215
53	0.5	14	14	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72		215
107/2	0.5	14	14	3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58		224
107/2	0.5	14	14	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65		224
107/2	0.5	14	14	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70		216
107/2	0.5	14	14	3/8	3/8	4/4	1	1	1/8		1/8	1		2	74		216
54	0.5	14	14	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57		225
54	0.5	14	14	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60		225
54	0.5	14	14	1/2	1/2	4/4	2	1	1/8		1/8	1		4	64		225
54	0.5	14	14	1/2	1/2	4/4	1	1	1/8		1/8	1		3	69		217
54	0.5	14	14	1/2	1/2	4/4	1	1	1/8		1/8	1		0	72		217
54	0.5	14	14	1/2	1/2	4/4	1	1	1/8		1/8	1		4	76		217
109/2	0.5	14	14	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55		226
109/2	0.5	14	14	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58		226
109/2	0.5	14	14	5/8	5/8	4/4	2	1	1/8		1/8	1		2	62		226
109/2	0.5	14	14	5/8	5/8	4/4	1	1	1/8		1/8	1		-2	70		218
109/2	0.5	14	14	5/8	5/8	4/4	1	1	1/8		1/8	1		2	74		218
