quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
17/4	0.08333333333333333	2	2	5/16	5/16	3/4	1	2	1/48		1/32	2/3		6	66		23
13/3	0.08333333333333333	2	2	1/3	1/3	3/4	1	2	1/48		1/32	2/3		1	67		24
53/12	0.08333333333333333	2	2	17/48	17/48	3/4	1	2	1/48		1/32	2/3		6	66		25
9/2	0.25	2	2	3/8	3/8	3/4	1	2	1/16		1/16	1		4	64		26
9/2	0.5	2	2	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69		16
9/2	0.5	2	2	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72		16
19/4	0.25	2	2	7/16	7/16	3/4	1	2	1/16		1/16	1		2	62		27
5	0.5	2	2	1/2	1/2	3/4	2	1	1/8		1/8	1		3	45		33
5	0.25	2	2	1/2	1/2	3/4	1	2	1/16		1/16	1		0	60		28
21/4	0.25	2	2	9/16	9/16	3/4	1	2	1/16		1/16	1		2	62		29
11/2	0.5	2	2	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64		30
11/2	0.5	2	2	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		17
11/2	0.5	2	2	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72		17
6	0.5	3	3	0	0	3/4	2	1	1/8		1/8	1		4	40		46
6	0.25	3	3	0	0	3/4	1	1	1/16		1/16	1		4	64		34
25/4	0.25	3	3	1/16	1/16	3/4	1	1	1/16		1/16	1		6	66		35
13/2	0.5	3	3	1/8	1/8	3/4	1	2	1/8		1/8	1		5	59		45
13/2	0.5	3	3	1/8	1/8	3/4	1	2	1/8		1/8	1		4	64		45
13/2	0.25	3	3	1/8	1/8	3/4	1	1	1/16		1/16	1		8	68		36
27/4	0.25	3	3	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69		37
7	0.5	3	3	1/4	1/4	3/4	2	2	1/8		1/8	1		4	52		48
7	0.5	3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		6	66		38
15/2	0.0	3	3	3/8	3/8	3/4	1	1	0	grace16	1/16	1		6	66		39
15/2	0.0	3	3	3/8	3/8	3/4	1	1	0	grace16	1/16	1		8	68		40
15/2	0.5	3	3	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57		47
15/2	0.25	3	3	3/8	3/8	3/4	1	1	1/16		1/16	1		2	62		41
15/2	0.25	3	3	3/8	3/8	3/4	1	1	1/16		1/16	1		6	66		41
31/4	0.25	3	3	7/16	7/16	3/4	1	1	1/16		1/16	1		0	60		42
31/4	0.25	3	3	7/16	7/16	3/4	1	1	1/16		1/16	1		4	64		42
8	0.5	3	3	1/2	1/2	3/4	2	2	1/8		1/8	1		4	40		49
8	0.5	3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		2	62		43
8	0.5	3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		6	66		43
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		2	62		44
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		6	66		44
17/2	0.5	3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		44
9	3.0	4	4	0	0	3/4	2	2	3/4		1/2	3/2		4	52		65
9	0.75	4	4	0	0	3/4	2	1	3/16		1/8	3/2		5	59		59
9	0.25	4	4	0	0	3/4	1	1	1/16		1/16	1		4	64		50
9	0.25	4	4	0	0	3/4	1	1	1/16		1/16	1		8	68		50
37/4	0.25	4	4	1/16	1/16	3/4	1	1	1/16		1/16	1		6	66		51
37/4	0.25	4	4	1/16	1/16	3/4	1	1	1/16		1/16	1		3	69		51
19/2	0.5	4	4	1/8	1/8	3/4	1	1	1/8		1/8	1	1	4	64		52
19/2	0.5	4	4	1/8	1/8	3/4	1	1	1/8		1/8	1	1	8	68		52
39/4	0.25	4	4	3/16	3/16	3/4	2	1	1/16		1/16	1		0	60		60
10	0.75	4	4	1/4	1/4	3/4	2	1	3/16		1/8	3/2		5	59		61
10	0.25	4	4	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	4	64		53
10	0.25	4	4	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	8	68		53
41/4	0.25	4	4	5/16	5/16	3/4	1	1	1/16		1/16	1		6	66		54
41/4	0.25	4	4	5/16	5/16	3/4	1	1	1/16		1/16	1		3	69		54
21/2	0.5	4	4	3/8	3/8	3/4	1	1	1/8		1/8	1	1	8	68		55
21/2	0.5	4	4	3/8	3/8	3/4	1	1	1/8		1/8	1	1	5	71		55
43/4	0.25	4	4	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60		62
11	0.75	4	4	1/2	1/2	3/4	2	1	3/16		1/8	3/2		2	62		63
11	0.25	4	4	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	8	68		56
11	0.25	4	4	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	5	71		56
45/4	0.25	4	4	9/16	9/16	3/4	1	1	1/16		1/16	1		3	69		57
45/4	0.25	4	4	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72		57
23/2	0.5	4	4	5/8	5/8	3/4	1	1	1/8		1/8	1		4	64		58
23/2	0.5	4	4	5/8	5/8	3/4	1	1	1/8		1/8	1		8	68		58
47/4	0.25	4	4	11/16	11/16	3/4	2	1	1/16		1/16	1		4	64		64
12	1.0	5	5	0	0	3/4	2	1	1/4		1/4	1		-1	53		79
12	1.0	5	5	0	0	3/4	2	1	1/4		1/4	1		0	60		79
12	1.0	5	5	0	0	3/4	2	1	1/4		1/4	1		3	69		79
12	0.25	5	5	0	0	3/4	1	1	1/16		1/16	1		4	76		66
12	0.25	5	5	0	0	3/4	1	1	1/16		1/16	1		1	79		66
49/4	0.125	5	5	1/16	1/16	3/4	1	1	1/32		1/32	1		2	74		67
49/4	0.125	5	5	1/16	1/16	3/4	1	1	1/32		1/32	1		-1	77		67
99/8	0.125	5	5	3/32	3/32	3/4	1	1	1/32		1/32	1		4	76		68
99/8	0.125	5	5	3/32	3/32	3/4	1	1	1/32		1/32	1		1	79		68
25/2	0.25	5	5	1/8	1/8	3/4	1	1	1/16		1/16	1		2	74		69
25/2	0.25	5	5	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77		69
51/4	0.25	5	5	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72		70
51/4	0.25	5	5	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76		70
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		80
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62		80
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65		80
13	0.25	5	5	1/4	1/4	3/4	1	1	1/16		1/16	1		-2	70		71
13	0.25	5	5	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74		71
53/4	0.25	5	5	5/16	5/16	3/4	1	1	1/16		1/16	1		3	69		72
53/4	0.25	5	5	5/16	5/16	3/4	1	1	1/16		1/16	1		0	72		72
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8		1/8	1	1	-2	70		73
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8		1/8	1	1	2	74		73
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		0	48		81
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		81
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64		81
14	0.25	5	5	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	-2	70		74
14	0.25	5	5	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	2	74		74
57/4	0.125	5	5	9/16	9/16	3/4	1	1	1/32		1/32	1		3	69		75
57/4	0.125	5	5	9/16	9/16	3/4	1	1	1/32		1/32	1		0	72		75
115/8	0.125	5	5	19/32	19/32	3/4	1	1	1/32		1/32	1		-2	70		76
115/8	0.125	5	5	19/32	19/32	3/4	1	1	1/32		1/32	1		2	74		76
29/2	0.25	5	5	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69		77
29/2	0.25	5	5	5/8	5/8	3/4	1	1	1/16		1/16	1		0	72		77
59/4	0.25	5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67		78
59/4	0.25	5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70		78
15	0.5	6	6	0	0	3/4	2	1	1/8		1/8	1		-1	53		95
15	0.5	6	6	0	0	3/4	2	1	1/8		1/8	1		3	57		95
15	0.5	6	6	0	0	3/4	2	1	1/8		1/8	1		0	60		95
15	0.25	6	6	0	0	3/4	1	1	1/16		1/16	1		-1	65		82
15	0.25	6	6	0	0	3/4	1	1	1/16		1/16	1		3	69		82
61/4	0.25	6	6	1/16	1/16	3/4	1	1	1/16		1/16	1		4	64		83
61/4	0.25	6	6	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67		83
31/2	0.5	6	6	1/8	1/8	3/4	2	1	1/8		1/8	1		2	50		96
31/2	0.5	6	6	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57		96
31/2	0.5	6	6	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62		96
31/2	0.5	6	6	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	65		84
31/2	0.5	6	6	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		84
16	1.0	6	6	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	41		97
16	1.0	6	6	1/4	1/4	3/4	2	1	1/4		1/4	1		0	48		97
16	1.0	6	6	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		97
16	1.0	6	6	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69		93
16	0.25	6	6	1/4	1/4	3/4	1	1	1/16		1/16	1		4	76		85
16	0.25	6	6	1/4	1/4	3/4	1	1	1/16		1/16	1		1	79		85
65/4	0.125	6	6	5/16	5/16	3/4	1	1	1/32		1/32	1		2	74		86
65/4	0.125	6	6	5/16	5/16	3/4	1	1	1/32		1/32	1		-1	77		86
131/8	0.125	6	6	11/32	11/32	3/4	1	1	1/32		1/32	1		4	76		87
131/8	0.125	6	6	11/32	11/32	3/4	1	1	1/32		1/32	1		1	79		87
33/2	0.25	6	6	3/8	3/8	3/4	1	1	1/16		1/16	1		2	74		88
33/2	0.25	6	6	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77		88
67/4	0.25	6	6	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72		89
67/4	0.25	6	6	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76		89
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		1	43		98
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50		98
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		98
17	1.0	6	6	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65		94
17	0.25	6	6	1/2	1/2	3/4	1	1	1/16		1/16	1		-2	70		90
17	0.25	6	6	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74		90
69/4	0.25	6	6	9/16	9/16	3/4	1	1	1/16		1/16	1		3	69		91
69/4	0.25	6	6	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72		91
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8		1/8	1	1	-2	70		92
35/2	0.5	6	6	5/8	5/8	3/4	1	1	1/8		1/8	1	1	2	74		92
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1		0	48		113
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1		1	55		113
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1		0	60		113
18	1.0	7	7	0	0	3/4	1	2	1/4		1/4	1		4	64		110
18	0.25	7	7	0	0	3/4	1	1	1/16		1/16	1	-1	-2	70		99
18	0.25	7	7	0	0	3/4	1	1	1/16		1/16	1	-1	2	74		99
73/4	0.125	7	7	1/16	1/16	3/4	1	1	1/32		1/32	1		3	69		100
73/4	0.125	7	7	1/16	1/16	3/4	1	1	1/32		1/32	1		0	72		100
147/8	0.125	7	7	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70		101
147/8	0.125	7	7	3/32	3/32	3/4	1	1	1/32		1/32	1		2	74		101
37/2	0.25	7	7	1/8	1/8	3/4	1	1	1/16		1/16	1		3	69		102
37/2	0.25	7	7	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72		102
75/4	0.25	7	7	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67		103
75/4	0.25	7	7	3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70		103
19	0.75	7	7	1/4	1/4	3/4	2	2	3/16		1/8	3/2		-1	53		116
19	1.0	7	7	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		114
19	0.25	7	7	1/4	1/4	3/4	1	1	1/16		1/16	1		-1	65		104
19	0.25	7	7	1/4	1/4	3/4	1	1	1/16		1/16	1		3	69		104
77/4	0.25	7	7	5/16	5/16	3/4	1	1	1/16		1/16	1		4	64		105
77/4	0.25	7	7	5/16	5/16	3/4	1	1	1/16		1/16	1		1	67		105
39/2	0.5	7	7	3/8	3/8	3/4	1	1	1/8		1/8	1	1	-1	65		106
39/2	0.5	7	7	3/8	3/8	3/4	1	1	1/8		1/8	1	1	3	69		106
79/4	0.25	7	7	7/16	7/16	3/4	2	2	1/16		1/16	1		4	52		117
20	0.75	7	7	1/2	1/2	3/4	2	2	3/16		1/8	3/2		2	50		118
20	1.0	7	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53		115
20	0.75	7	7	1/2	1/2	3/4	1	2	3/16		1/8	3/2	-1	-1	65		111
20	0.25	7	7	1/2	1/2	3/4	1	1	1/16		1/16	1	-1	3	69		107
81/4	0.25	7	7	9/16	9/16	3/4	1	1	1/16		1/16	1		1	67		108
41/2	0.5	7	7	5/8	5/8	3/4	1	1	1/8		1/8	1	1	3	69		109
83/4	0.25	7	7	11/16	11/16	3/4	2	2	1/16		1/16	1		0	48		119
83/4	0.25	7	7	11/16	11/16	3/4	1	2	1/16		1/16	1		4	64		112
21	0.75	8	8	0	0	3/4	2	2	3/16		1/8	3/2		5	47		136
21	2.0	8	8	0	0	3/4	2	1	1/2		1/2	1	1	-1	53		132
21	3.0	8	8	0	0	3/4	1	2	3/4		1/2	3/2		2	62		131
21	0.25	8	8	0	0	3/4	1	1	1/16		1/16	1	-1	3	69		120
85/4	0.25	8	8	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67		121
43/2	0.5	8	8	1/8	1/8	3/4	1	1	1/8		1/8	1	1	3	69		122
87/4	0.25	8	8	3/16	3/16	3/4	2	2	1/16		1/16	1		3	45		137
22	0.75	8	8	1/4	1/4	3/4	2	2	3/16		1/8	3/2		1	43		138
22	0.25	8	8	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	3	69		123
89/4	0.25	8	8	5/16	5/16	3/4	1	1	1/16		1/16	1		5	71		124
45/2	0.25	8	8	3/8	3/8	3/4	1	1	1/16		1/16	1		2	74		125
91/4	0.25	8	8	7/16	7/16	3/4	2	2	1/16		1/16	1		3	45		139
91/4	0.25	8	8	7/16	7/16	3/4	1	1	1/16		1/16	1		5	71		126
23	1.0	8	8	1/2	1/2	3/4	2	2	1/4		1/4	1		5	47		140
23	0.5	8	8	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	-1	53		133
23	0.25	8	8	1/2	1/2	3/4	1	1	1/16		1/16	1		3	69		127
93/4	0.25	8	8	9/16	9/16	3/4	1	1	1/16		1/16	1		5	71		128
47/2	0.25	8	8	5/8	5/8	3/4	2	1	1/16		1/16	1		1	55		134
47/2	0.25	8	8	5/8	5/8	3/4	1	1	1/16		1/16	1		4	64		129
95/4	0.25	8	8	11/16	11/16	3/4	2	1	1/16		1/16	1		4	52		135
95/4	0.25	8	8	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67		130
24	0.75	9	9	0	0	3/4	2	2	3/16		1/8	3/2		5	47		156
24	2.0	9	9	0	0	3/4	2	1	1/2		1/2	1	1	-1	53		153
24	3.0	9	9	0	0	3/4	1	2	3/4		1/2	3/2		2	62		152
24	0.25	9	9	0	0	3/4	1	1	1/16		1/16	1		3	69		141
97/4	0.25	9	9	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67		142
49/2	0.5	9	9	1/8	1/8	3/4	1	1	1/8		1/8	1	1	3	69		143
99/4	0.25	9	9	3/16	3/16	3/4	2	2	1/16		1/16	1		3	45		157
25	0.75	9	9	1/4	1/4	3/4	2	2	3/16		1/8	3/2		1	43		158
25	0.25	9	9	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	3	69		144
101/4	0.25	9	9	5/16	5/16	3/4	1	1	1/16		1/16	1		5	71		145
51/2	0.25	9	9	3/8	3/8	3/4	1	1	1/16		1/16	1		2	74		146
103/4	0.25	9	9	7/16	7/16	3/4	2	2	1/16		1/16	1		3	45		159
103/4	0.25	9	9	7/16	7/16	3/4	1	1	1/16		1/16	1		5	71		147
26	1.0	9	9	1/2	1/2	3/4	2	2	1/4		1/4	1		5	47		160
26	0.75	9	9	1/2	1/2	3/4	2	1	3/16		1/8	3/2	-1	-1	53		154
26	0.25	9	9	1/2	1/2	3/4	1	1	1/16		1/16	1		3	69		148
105/4	0.25	9	9	9/16	9/16	3/4	1	1	1/16		1/16	1		5	71		149
53/2	0.25	9	9	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69		150
107/4	0.25	9	9	11/16	11/16	3/4	2	1	1/16		1/16	1		1	55		155
107/4	0.25	9	9	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	65		151
27	3.0	10	10	0	0	3/4	2	2	3/4		1/2	3/2		0	48		174
27	0.25	10	10	0	0	3/4	2	1	1/16		1/16	1		8	56		162
27	3.0	10	10	0	0	3/4	1	1	3/4		1/2	3/2		0	60		161
27	3.0	10	10	0	0	3/4	1	1	3/4		1/2	3/2		4	64		161
109/4	0.25	10	10	1/16	1/16	3/4	2	1	1/16		1/16	1		6	54		163
55/2	0.25	10	10	1/8	1/8	3/4	2	1	1/16		1/16	1		4	52		164
111/4	0.25	10	10	3/16	3/16	3/4	2	1	1/16		1/16	1		6	54		165
28	0.25	10	10	1/4	1/4	3/4	2	1	1/16		1/16	1		8	56		166
113/4	0.25	10	10	5/16	5/16	3/4	2	1	1/16		1/16	1		3	57		167
57/2	0.25	10	10	3/8	3/8	3/4	2	1	1/16		1/16	1		5	59		168
115/4	0.25	10	10	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60		169
29	0.25	10	10	1/2	1/2	3/4	2	1	1/16		1/16	1		2	62		170
117/4	0.25	10	10	9/16	9/16	3/4	2	1	1/16		1/16	1		4	64		171
59/2	0.25	10	10	5/8	5/8	3/4	2	1	1/16		1/16	1		6	66		172
119/4	0.25	10	10	11/16	11/16	3/4	2	1	1/16		1/16	1		8	68		173
30	3.0	11	11	0	0	3/4	2	2	3/4		1/2	3/2		5	47		188
30	0.25	11	11	0	0	3/4	2	1	1/16		1/16	1		8	56		176
30	3.0	11	11	0	0	3/4	1	1	3/4		1/2	3/2		2	62		175
30	3.0	11	11	0	0	3/4	1	1	3/4		1/2	3/2		4	64		175
121/4	0.25	11	11	1/16	1/16	3/4	2	1	1/16		1/16	1		6	54		177
61/2	0.25	11	11	1/8	1/8	3/4	2	1	1/16		1/16	1		4	52		178
123/4	0.25	11	11	3/16	3/16	3/4	2	1	1/16		1/16	1		6	54		179
31	0.25	11	11	1/4	1/4	3/4	2	1	1/16		1/16	1		8	56		180
125/4	0.25	11	11	5/16	5/16	3/4	2	1	1/16		1/16	1		3	57		181
63/2	0.25	11	11	3/8	3/8	3/4	2	1	1/16		1/16	1		5	59		182
127/4	0.25	11	11	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60		183
32	0.25	11	11	1/2	1/2	3/4	2	1	1/16		1/16	1		2	62		184
129/4	0.25	11	11	9/16	9/16	3/4	2	1	1/16		1/16	1		4	64		185
65/2	0.25	11	11	5/8	5/8	3/4	2	1	1/16		1/16	1		6	66		186
131/4	0.25	11	11	11/16	11/16	3/4	2	1	1/16		1/16	1		8	68		187
33	0.5	12	12	0	0	3/4	2	1	1/8		1/8	1		2	38		203
33	0.25	12	12	0	0	3/4	1	2	1/16		1/16	1		3	57		192
133/4	0.25	12	12	1/16	1/16	3/4	1	2	1/16		1/16	1		5	59		193
67/2	0.5	12	12	1/8	1/8	3/4	2	1	1/8		1/8	1		3	45		204
67/2	0.5	12	12	1/8	1/8	3/4	2	1	1/8		1/8	1		-1	53		204
67/2	0.25	12	12	1/8	1/8	3/4	1	2	1/16		1/16	1		0	60		194
67/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	65		189
67/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		189
135/4	0.25	12	12	3/16	3/16	3/4	1	2	1/16		1/16	1		2	62		195
34	0.5	12	12	1/4	1/4	3/4	2	1	1/8		1/8	1		2	38		205
34	0.5	12	12	1/4	1/4	3/4	1	2	1/8		1/8	1		5	59		196
69/2	0.0	12	12	3/8	3/8	3/4	1	2	0	grace16	1/16	1		5	59		197
69/2	0.0	12	12	3/8	3/8	3/4	1	2	0	grace16	1/16	1		0	60		198
69/2	0.5	12	12	3/8	3/8	3/4	2	1	1/8		1/8	1		3	45		206
69/2	0.5	12	12	3/8	3/8	3/4	2	1	1/8		1/8	1		-1	53		206
69/2	0.25	12	12	3/8	3/8	3/4	1	2	1/16		1/16	1		5	59		199
69/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	65		190
69/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69		190
139/4	0.25	12	12	7/16	7/16	3/4	1	2	1/16		1/16	1		3	57		200
35	0.5	12	12	1/2	1/2	3/4	2	1	1/8		1/8	1		2	38		207
35	0.5	12	12	1/2	1/2	3/4	1	2	1/8		1/8	1		5	59		201
71/2	0.5	12	12	5/8	5/8	3/4	2	1	1/8		1/8	1		3	45		208
71/2	0.5	12	12	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53		208
71/2	0.5	12	12	5/8	5/8	3/4	1	2	1/8		1/8	1		0	60		202
71/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65		191
71/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		191
36	0.5	13	13	0	0	3/4	2	1	1/8		1/8	1		2	38		225
36	0.25	13	13	0	0	3/4	1	2	1/16		1/16	1		5	59		212
145/4	0.25	13	13	1/16	1/16	3/4	1	2	1/16		1/16	1		0	60		213
73/2	0.5	13	13	1/8	1/8	3/4	2	1	1/8		1/8	1		3	45		226
73/2	0.5	13	13	1/8	1/8	3/4	2	1	1/8		1/8	1		6	54		226
73/2	0.25	13	13	1/8	1/8	3/4	1	2	1/16		1/16	1		2	62		214
73/2	0.5	13	13	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		209
73/2	0.5	13	13	1/8	1/8	3/4	1	1	1/8		1/8	1		0	72		209
147/4	0.25	13	13	3/16	3/16	3/4	1	2	1/16		1/16	1		4	64		215
37	0.5	13	13	1/4	1/4	3/4	2	1	1/8		1/8	1		2	38		227
37	0.25	13	13	1/4	1/4	3/4	1	2	1/16		1/16	1		6	66		216
149/4	0.08333333333333333	13	13	5/16	5/16	3/4	1	2	1/48		1/32	2/3		6	66		217
112/3	0.08333333333333333	13	13	1/3	1/3	3/4	1	2	1/48		1/32	2/3		1	67		218
449/12	0.08333333333333333	13	13	17/48	17/48	3/4	1	2	1/48		1/32	2/3		6	66		219
75/2	0.5	13	13	3/8	3/8	3/4	2	1	1/8		1/8	1		3	45		228
75/2	0.5	13	13	3/8	3/8	3/4	2	1	1/8		1/8	1		6	54		228
75/2	0.25	13	13	3/8	3/8	3/4	1	2	1/16		1/16	1		4	64		220
75/2	0.5	13	13	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69		210
75/2	0.5	13	13	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72		210
151/4	0.25	13	13	7/16	7/16	3/4	1	2	1/16		1/16	1		2	62		221
38	0.5	13	13	1/2	1/2	3/4	2	1	1/8		1/8	1		2	38		229
38	0.25	13	13	1/2	1/2	3/4	1	2	1/16		1/16	1		0	60		222
153/4	0.25	13	13	9/16	9/16	3/4	1	2	1/16		1/16	1		2	62		223
77/2	0.5	13	13	5/8	5/8	3/4	2	1	1/8		1/8	1		3	45		230
77/2	0.5	13	13	5/8	5/8	3/4	2	1	1/8		1/8	1		6	54		230
77/2	0.5	13	13	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64		224
77/2	0.5	13	13	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		211
77/2	0.5	13	13	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72		211
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1		2	38		245
39	0.25	14	14	0	0	3/4	1	1	1/16		1/16	1		3	69		231
